Title,Publication Year,Author,Genre,Average Rating,Number of Ratings,Number of Pages,Language,Currently Reading,Want to Read,Rank
How to Defeat a Demon King in Ten Easy Steps,2020,Andrew Rowe,Fantasy,4.02,7765,6.0,English,374.0,3457.0,777
Incendiary,2020,Zoraida Córdova,Fantasy,3.87,8766,450.0,English,700.0,58400.0,778
Mirror To Fear,2020,Darla Lark,N/A,4.78,9,270.0,English,,10.0,779
Elijah Wadsworth and the Druid's Dance,2018,Theophilus Monroe,Fantasy,4.27,109,394.0,English,89.0,160.0,780
Thoroughly Whipped,2020,Tillie Cole,Romance,4.11,2525,291.0,English,225.0,4877.0,781
"Date Me, Bryson Keller",2020,Kevin van Whye,Romance,3.91,21011,,English,458.0,19300.0,782
The Court of Miracles,2020,Kester Grant,Fantasy,3.68,8929,402.0,English,411.0,39600.0,783
Inside Voices: A captivating mystery with a touch of romance,2020,Sarah Davis,Mystery,4.35,271,321.0,English,241.0,206.0,784
Tempted by Love,2020,Melissa Foster,Romance,4.41,3926,325.0,English,1960.0,4214.0,785
Confessions of Her,2020,Cindy Cherie,Poetry,4.05,417,192.0,English,78.0,758.0,786
QualityLand 2.0,2020,Marc-Uwe Kling,Science Fiction,4.18,6063,427.0,German,226.0,2973.0,787
When We Were Magic,2020,Sarah Gailey,Fantasy,3.59,5460,352.0,English,237.0,22200.0,788
Three Perfect Liars,2020,Heidi Perks,Thriller,3.69,11081,330.0,English,826.0,17400.0,789
Toxic,2020,Serena Akeroyd,Romance,4.04,264,414.0,English,240.0,565.0,790
The Office of Historical Corrections,2020,Danielle Evans,Short Stories,4.18,34859,269.0,English,2061.0,74900.0,791
Leaving the Way,2020,Ellie Aiden,N/A,4.9,10,225.0,English,,1.0,792
The Court of Mortals,2020,A.J. Lancaster,Fantasy,4.21,3739,412.0,English,462.0,1525.0,793
Cat Kid Comic Club,2020,Dav Pilkey,Graphic Novels,4.04,37236,176.0,English,1166.0,21800.0,794
These Violent Delights,2020,Chloe Gong,Historical Fiction,3.82,156124,449.0,English,14900.0,467000.0,795
Camp,2020,L.C. Rosen,LGBT,3.96,7629,416.0,English,288.0,14900.0,796
Quarantined,2020,Drethi Anis,Dark,3.78,2201,266.0,English,425.0,3177.0,797
Survival of the Friendliest: Understanding Our Origins and Rediscovering Our Common Humanity,2020,Brian Hare,Nonfiction,4.04,1386,304.0,English,266.0,7354.0,798
Confess: The Autobiography,2020,Rob Halford,Music,4.4,3493,355.0,English,292.0,1973.0,799
The Sky is Blue with a Single Cloud,2020,Kuniko Tsurita,Manga,3.64,408,384.0,English,26.0,881.0,800
The Scapegracers,2020,H.A. Clarke,Fantasy,3.93,3227,400.0,English,318.0,18700.0,801
Bayou Baby,2020,Lexi Blake,Romance,4.25,2112,319.0,English,314.0,940.0,802
Riley Thorn and the Dead Guy Next Door,2020,Lucy Score,Romance,4.2,46448,519.0,English,15400.0,66100.0,803
Flat Whites & Chocolate Fish,2020,Jay Hogan,M M Romance,4.28,1069,346.0,English,146.0,364.0,804
"Ace: What Asexuality Reveals About Desire, Society, and the Meaning of Sex",2020,Angela Chen,Nonfiction,4.35,17304,240.0,English,2589.0,39900.0,805
Osiedle RZNiW,2020,Remigiusz Mróz,Audiobook,3.9,1984,400.0,Polish,53.0,580.0,806
Exciting Times,2020,Naoise Dolan,Fiction,3.22,69445,243.0,English,3272.0,105000.0,807
The Fate of a Flapper,2020,Susanna Calkins,Mystery,3.81,355,316.0,English,36.0,2167.0,808
The Flaw in Our Design,2020,Monica McCallan,Romance,4.3,1767,378.0,English,211.0,981.0,809
Without You,2020,Marley Valentine,M M Romance,4.24,11245,358.0,English,1232.0,9426.0,810
Star of Persia:,2020,Jill Eileen Smith,Biblical Fiction,4.35,910,368.0,English,111.0,2953.0,811
"On Vanishing: Mortality, Dementia, and What It Means to Disappear",2020,Lynn Casteel Harper,Nonfiction,3.74,467,240.0,English,138.0,4118.0,812
If You Must Know,2020,Jamie Beck,Fiction,3.89,12705,368.0,English,10300.0,9055.0,813
The Runaway Bride,2020,Jody Hedlund,Historical Fiction,4.29,2705,384.0,English,248.0,2880.0,814
Rewritten,2020,J.R. Gray,M M Romance,4.07,741,278.0,English,181.0,410.0,815
The Highlander's Excellent Adventure,2020,Shana Galen,Historical Romance,4.02,581,325.0,English,113.0,466.0,816
Poisoned,2020,Jennifer Donnelly,Fantasy,3.82,8813,333.0,English,459.0,18700.0,817
The Year the Maps Changed,2020,Danielle Binks,Middle Grade,4.14,836,304.0,English,33.0,4156.0,818
How to Argue With a Racist: What Our Genes Do (and Don't) Say About Human Difference,2020,Adam Rutherford,Nonfiction,3.9,6242,224.0,English,764.0,30900.0,819
Neolithica,2020,Dan Soule,Horror,4.3,142,356.0,English,97.0,61.0,820
My Life As Death,2020,D.J. Hoskins,N/A,4.36,11,68.0,English,4.0,14.0,821
His Summer Intern,2020,Jessa Kane,Novella,3.63,2657,50.0,English,367.0,839.0,822
Once Upon A Tyne: Our Story Celebrating 30 Years Together on Telly,2020,Anthony McPartlin,Nonfiction,4.4,3438,304.0,English,208.0,1079.0,823
The Gritty Truth,2022,Melissa Foster,Romance,4.47,2268,356.0,English,986.0,2488.0,824
Something to Talk About,2020,Meryl Wilsner,Romance,3.63,30725,336.0,English,905.0,62500.0,825
Survivor Song,2020,Paul Tremblay,Horror,3.62,18467,320.0,English,1418.0,43800.0,826
Hers To Hold,2020,Serena Akeroyd,Reverse Harem,4.31,911,366.0,English,299.0,565.0,827
Flirting with 40,2020,K. Bromberg,Romance,4.22,4561,300.0,English,534.0,6318.0,828
Don’t Burn This Book: Thinking for Yourself in an Age of Unreason,2020,Dave Rubin,Politics,3.77,3735,256.0,English,862.0,4373.0,829
A Declaration of the Rights of Magicians,2020,H.G. Parry,Fantasy,3.74,3853,531.0,English,761.0,21900.0,830
All the Best Lies,2020,Joanna Schaffhausen,Mystery,4.1,2291,322.0,English,207.0,5335.0,831
The State of Us,2020,Shaun David Hutchinson,LGBT,3.4,3724,416.0,English,138.0,10600.0,832
Fifty Words for Rain,2020,Asha Lemmie,Historical Fiction,3.88,43899,464.0,English,4481.0,63200.0,833
Heroin chic,2020,Maria Kjos Fonn,Fiction,3.98,1747,205.0,Norwegian,86.0,1098.0,834
"The Great Demographic Reversal: Ageing Societies, Waning Inequality, and an Inflation Revival",2020,Charles Goodhart,Economics,4.09,467,280.0,English,326.0,2082.0,835
Privacy is Power: Why and How You Should Take Back Control of Your Data,2020,Carissa Véliz,Nonfiction,4.03,1084,224.0,English,187.0,3956.0,836
What Are You Going Through,2020,Sigrid Nunez,Fiction,3.73,15382,210.0,English,1327.0,36500.0,837
Skyland,2020,Andrew Durbin,Fiction,3.73,116,112.0,English,6.0,237.0,838
Strange Hotel,2020,Eimear McBride,Fiction,2.93,1602,160.0,English,101.0,3518.0,839
A Sense of Danger,2020,Jennifer Estep,Urban Fantasy,4.19,2259,393.0,English,156.0,1019.0,840
Honeybee,2020,Craig Silvey,Fiction,4.4,37887,421.0,English,1258.0,25600.0,841
Against the Grain,2020,Jay Hogan,Romance,4.28,1107,364.0,English,147.0,365.0,842
Prosta sprawa,2020,Wojciech Chmielarz,Audiobook,3.66,1453,10.0,Polish,29.0,316.0,843
進撃の巨人 31 [Shingeki no Kyojin 31],2020,Hajime Isayama,Manga,4.61,11615,192.0,Japanese,205.0,3490.0,844
When You Least Expect It,2020,Haley Cass,Romance,4.31,13755,248.0,English,868.0,14200.0,845
Broken Vow,2020,Sophie Lark,Romance,4.09,43059,446.0,English,4255.0,55600.0,846
Brutal Prince,2020,Sophie Lark,Dark,3.76,169422,376.0,English,22500.0,185000.0,847
Like Flames in the Night,2020,Connilyn Cossette,Biblical Fiction,4.65,2437,384.0,English,347.0,3666.0,848
A Mosaic of Wings,2020,Kimberly Duffy,Historical Fiction,4.16,1062,364.0,English,152.0,3150.0,849
The Heart of a Hero,2020,Susan May Warren,Romance,4.46,1837,368.0,English,255.0,2439.0,850
The Iron Crown,2020,M.A. Grant,Fantasy,4.12,685,364.0,English,86.0,592.0,851
Mermaid Moon,2020,Susann Cokal,Fantasy,3.29,856,496.0,English,72.0,9644.0,852
Mr. Nobody,2020,Catherine Steadman,Mystery,3.6,23571,400.0,English,2667.0,27800.0,853
Sinister Magic,2020,Lindsay Buroker,Urban Fantasy,4.12,10772,248.0,English,4105.0,12300.0,854
Start With Me,2020,Kara Isaac,Contemporary,4.4,461,285.0,English,95.0,508.0,855
Wicked Saint,2020,Veronica Eden,Romance,3.62,7461,289.0,English,2113.0,10400.0,856
Tales from the Folly: A Rivers of London Short Story Collection,2020,Ben Aaronovitch,Fantasy,4.03,9151,139.0,English,921.0,3572.0,857
Panic,2020,D.J. Hoskins,N/A,4.33,12,142.0,English,,9.0,858
Breathless,2020,Jennifer Niven,Romance,3.77,21894,414.0,English,1215.0,43000.0,859
Cusp,2020,Bethany-Kris,Romance,4.01,160,64.0,English,16.0,185.0,860
Beckham,2020,Olivia T. Turner,Novella,4.21,745,80.0,English,317.0,232.0,861
Release,2020,Aly Martinez,Romance,4.15,11623,285.0,English,3315.0,9719.0,862
Adults,2020,Emma Jane Unsworth,Fiction,3.28,12988,400.0,English,688.0,20600.0,863
The Prettiest Star,2020,Carter Sickels,Fiction,4.43,6301,288.0,English,250.0,20500.0,864
Searching for Love,2020,Melissa Foster,Romance,4.55,1155,425.0,English,680.0,1366.0,865
Basketful of Heads,2020,Joe Hill,Horror,4.08,6379,184.0,English,261.0,13100.0,866
Beyond the Dragon's Gate,2020,Yoon Ha Lee,Short Stories,3.72,603,20.0,English,49.0,803.0,867
From The Foster House To The White House,2020,Terrence Williams,Nonfiction,4.6,731,151.0,English,162.0,557.0,868
Or What You Will,2020,Jo Walton,Fantasy,3.77,1043,320.0,English,147.0,7147.0,869
Kleptopia: How Dirty Money is Conquering the World,2020,Tom Burgis,Nonfiction,3.8,3682,464.0,English,1171.0,8807.0,870
The Eleventh Gate,2020,Nancy Kress,Science Fiction,3.51,291,388.0,English,40.0,410.0,871
Author in Chief: The Untold Story of Our Presidents and the Books They Wrote,2020,Craig Fehrman,History,4.05,496,434.0,English,108.0,5201.0,872
Hard to Hold,2020,K. Bromberg,Sports Romance,4.28,5556,360.0,English,799.0,7549.0,873
The One That Got Away,2020,Karina Halle,Romance,3.72,1759,392.0,English,745.0,2048.0,874
A Cuban Girl's Guide to Tea and Tomorrow,2020,Laura Taylor Namey,Romance,3.76,25371,320.0,English,1250.0,49700.0,875
Polar Vortex,2020,Shani Mootoo,Fiction,3.53,1252,283.0,English,50.0,2268.0,876
Chance of a Lifetime,2020,Jude Deveraux,Romance,3.57,2755,336.0,English,1014.0,1554.0,877
Sugar and Vice,2020,Eve Calder,Cozy Mystery,4.06,1285,352.0,English,167.0,832.0,878
Off Balance,2020,Jay Hogan,M M Romance,4.26,2548,382.0,English,320.0,1866.0,879
進撃の巨人 32 [Shingeki no Kyojin 32],2020,Hajime Isayama,Manga,4.57,9909,192.0,Japanese,160.0,2340.0,880
My Life as a Villainess,2020,Laura Lippman,Nonfiction,3.69,1500,384.0,English,189.0,5574.0,881
"Idol, Burning",2020,Rin Usami,Fiction,3.22,9380,144.0,English,233.0,17400.0,882
The Care and Feeding of Waspish Widows,2020,Olivia Waite,Romance,3.88,3295,271.0,English,311.0,4817.0,883
The Favor,2020,Suzanne Wright,Romance,3.97,47549,388.0,English,1922.0,40300.0,884
Stolen Heir,2020,Sophie Lark,Romance,3.85,79809,430.0,English,9243.0,66000.0,885
Ted Templeman: A Platinum Producer’s Life in Music,2020,Ted Templeman,Music,4.24,652,463.0,English,133.0,400.0,886
"Spirit Run: A 6,000-Mile Marathon Through North America's Stolen Land",2020,Noé Álvarez,Nonfiction,3.51,4449,240.0,English,318.0,10400.0,887
The Silvered Serpents,2020,Roshani Chokshi,Fantasy,4.08,20030,406.0,English,660.0,42900.0,888
The Age of Entitlement: America Since the Sixties,2020,Christopher Caldwell,History,4.03,1453,352.0,English,557.0,4041.0,889
Some Bright Someday,2020,Melissa Tagg,Christian Fiction,4.59,800,366.0,English,142.0,602.0,890
She Leads: The Elephant Matriarch,2020,June Smalls,Picture Books,4.27,175,32.0,English,1.0,178.0,891
Tales of Ming Courtesans,2020,Alice Poon,Historical Fiction,3.83,76,354.0,English,12.0,1158.0,892
A Graceful Swan for the Fearless Marquess,2020,Fanny Finch,Historical Romance,4.27,215,362.0,English,412.0,87.0,893
Our Way,2020,T.L. Swan,Romance,4.08,24574,560.0,English,10500.0,10800.0,894
Paralysis,2020,D.J. Hoskins,N/A,4.26,19,128.0,English,,8.0,895
Sweet Chaos,2020,Emery Rose Andrews,Romance,4.16,5897,331.0,English,1485.0,5504.0,896
Private Moscow,2020,James Patterson,Thriller,4.24,9780,432.0,English,2056.0,15400.0,897
Stranger Things: Zombie Boys,2020,Greg Pak,Graphic Novels,3.6,1341,72.0,English,20.0,1002.0,898
A Haven for Her Heart,2020,Susan Anne Mason,Historical Fiction,4.35,449,368.0,English,44.0,1011.0,899
The Last Story of Mina Lee,2020,Nancy Jooyoun Kim,Fiction,3.53,43906,384.0,English,2521.0,51600.0,900
The New David Espinoza,2020,Fred Aceves,Young Adult,3.76,829,336.0,English,43.0,2461.0,901
A Little Bit Wicked,2020,Melissa Foster,Romance,4.25,4146,425.0,English,3356.0,5547.0,902
A Dance with Fate,2020,Juliet Marillier,Fantasy,4.24,2795,512.0,English,175.0,2584.0,903
Here to Stay,2020,Adriana Herrera,Romance,3.86,1107,393.0,English,107.0,2089.0,904
"When the Light of the World Was Subdued, Our Songs Came Through: A Norton Anthology of Native Nations Poetry",2020,Joy Harjo,Poetry,4.55,782,458.0,English,414.0,6931.0,905
Divided We Fall: America's Secession Threat and How to Restore Our Nation,2020,David French,Politics,4.1,1292,288.0,English,288.0,2189.0,906
Girls with Razor Hearts,2020,Suzanne Young,Young Adult,3.8,3623,400.0,English,145.0,3917.0,907
The Rakess,2020,Scarlett Peckham,Romance,3.83,2953,400.0,English,303.0,6862.0,908
The Labyrinth,2020,Simon Stålenhag,Science Fiction,4.16,1558,150.0,English,40.0,2626.0,909
The Big Finish,2020,Brooke Fossey,Fiction,3.69,4097,336.0,English,510.0,16200.0,910
Forsaken Trail,2020,Devney Perry,Romance,4.16,8838,268.0,English,760.0,6943.0,911
The King of Crows,2020,Libba Bray,Fantasy,3.94,13654,560.0,English,424.0,24300.0,912
The Billionaire's Fake Fiancée,2020,Annika Martin,Romance,3.98,10247,386.0,English,1106.0,7714.0,913
我們的最後進化 Our Last Evolution,2020,傘下的人,N/A,4.0,5,280.0,Chinese,,20.0,914
Home to Me,2020,Catherine Bybee,Romance,4.48,10451,312.0,English,4757.0,3296.0,915
Vagablonde,2020,Anna Dorn,Fiction,3.53,607,260.0,English,35.0,3337.0,916
Crown of Shadows,2020,K.M. Shea,Fantasy,4.22,11134,359.0,English,2127.0,11300.0,917
Up Close and Personal,2020,Jay Hogan,M M Romance,4.03,1493,377.0,English,197.0,446.0,918
De kaasfabriek,2020,Simone van der Vlugt,Historical Fiction,3.74,1309,405.0,Dutch; Flemish,33.0,558.0,919
City Spies,2020,James Ponti,Middle Grade,4.31,12406,378.0,English,1159.0,11600.0,920
Three Keys,2020,Kelly Yang,Middle Grade,4.42,9674,271.0,English,816.0,6598.0,921
Mr Wilder & Me,2020,Jonathan Coe,Fiction,3.76,6517,320.0,English,224.0,4990.0,922
Not a River,2020,Selva Almada,Fiction,3.93,4678,99.0,English,177.0,11500.0,923
The Mall,2020,Megan McCafferty,Young Adult,3.58,3070,320.0,English,90.0,12600.0,924
"I Want to Believe: Posadism, UFOs and Apocalypse Communism",2020,A.M. Gittlitz,History,3.88,251,249.0,English,38.0,836.0,925
The Herd,2020,Andrea Bartz,Thriller,3.4,12611,336.0,English,1115.0,31000.0,926
The Peacock Detectives,2020,Carly Nugent,Middle Grade,3.96,388,288.0,English,29.0,2885.0,927
"Surrender, White People!: Our Unconditional Terms for Peace",2020,D.L. Hughley,Nonfiction,4.17,1175,272.0,English,307.0,1724.0,928
Wicked Liaison,2020,Meara Platt,Gothic,4.41,80,879.0,English,53.0,133.0,929
Patchwork Selkie,2020,Sarina Dorie,Fairy Tales,4.5,24,19.0,English,2.0,22.0,930
One Step After Another,2020,Bethany-Kris,Romance,3.98,351,145.0,English,298.0,620.0,931
You Were Born for This: Astrology for Radical Self-Acceptance,2020,Chani Nicholas,Astrology,4.22,7587,293.0,English,1813.0,12100.0,932
A Forgotten Murder,2020,Jude Deveraux,Mystery,4.01,4681,354.0,English,714.0,4611.0,933
In for a Penny,2020,Melissa Foster,Romance,4.41,1853,74.0,English,551.0,1475.0,934
The Right Kind of Fool,2020,Sarah Loudin Thomas,Historical Fiction,4.17,933,384.0,English,135.0,2939.0,935
Heart of Flames,2020,Nicki Pau Preto,Fantasy,4.23,5139,628.0,English,343.0,11600.0,936
"Slaughterhouse-Five, or the Children's Crusade: A Graphic Novel Adaptation",2020,Ryan North,Graphic Novels,4.4,15565,192.0,English,459.0,13000.0,937
Dreamland,2020,Nancy Bilyeau,Historical Fiction,3.86,2704,386.0,English,687.0,15700.0,938
The Practice: Shipping Creative Work,2020,Seth Godin,Business,3.97,4700,272.0,English,1856.0,11000.0,939
The Dawn of the End,2020,Kristen Ashley,Fantasy,4.3,3468,,English,461.0,1444.0,940
Difficult Women: A History of Feminism in 11 Fights,2020,Helen Lewis,Nonfiction,4.23,4152,368.0,English,602.0,11400.0,941
Interim,2020,Allissa Chan,Comics,4.08,87,40.0,N/A,,201.0,942
Curses Are for Cads,2020,Tamara Berry,Mystery,4.06,366,251.0,English,19.0,267.0,943
Zondagsleven,2020,Judith Visser,Autistic Spectrum Disorder,4.32,2192,461.0,Dutch; Flemish,49.0,1080.0,944
Must Love Silence,2020,Lucy Bexley,Romance,3.81,2221,238.0,English,190.0,3781.0,945
A Golden Fury,2020,Samantha Cohoe,Fantasy,3.61,1681,341.0,English,51.0,14000.0,946
Bestiary,2020,K-Ming Chang,Fiction,3.44,3786,259.0,English,580.0,20300.0,947
Forever,2020,Kindle Alexander,M M Romance,4.27,1313,451.0,English,403.0,894.0,948
The Green Dress,2020,Liz Tolsma,Historical Fiction,4.14,439,256.0,English,22.0,1429.0,949
The Heir Affair,2020,Heather Cocks,Romance,3.81,26551,464.0,English,1349.0,38500.0,950
The Motion of the Body Through Space,2020,Lionel Shriver,Fiction,3.74,5139,352.0,English,496.0,4506.0,951
The Likely Resolutions of Oliver Clock,2020,Jane Riley,Fiction,3.75,13656,315.0,English,6347.0,7184.0,952
To Love a Prince,2020,Rachel Hauck,Christian Fiction,4.3,1855,352.0,English,450.0,1542.0,953
The Return,2020,Rachel Harrison,Horror,3.39,19682,304.0,English,845.0,44200.0,954
Vile Intentions,2020,Savannah Rose,New Adult,3.87,1311,371.0,English,1091.0,640.0,955
Cruel Seduction,2020,Kelli Callahan,N/A,4.3,174,260.0,N/A,144.0,148.0,956
Royal Elite Epilogue,2020,Rina Kent,Romance,4.06,32219,227.0,English,2767.0,28600.0,957
The Forest Lord,2020,Sarina Dorie,N/A,4.55,11,30.0,English,,,958
A Love Song for Liars,2020,Piper Lawson,Romance,4.09,4575,298.0,English,2377.0,4944.0,959
Drive Me Wild,2020,Melanie Harlow,Contemporary Romance,4.12,28962,306.0,English,6865.0,29100.0,960
Throwaway Girls,2020,Andrea Contos,Mystery,3.63,936,392.0,English,54.0,8356.0,961
Summerwater,2020,Sarah Moss,Fiction,3.51,14455,208.0,English,708.0,15000.0,962
The New Wilderness,2020,Diane Cook,Fiction,3.67,15401,398.0,English,1171.0,43700.0,963
A Lady's Guide to Mischief and Murder,2020,Dianne Freeman,Mystery,4.04,6352,304.0,English,351.0,5141.0,964
Stormsong,2020,C.L. Polk,Fantasy,3.88,4139,345.0,English,327.0,4530.0,965
The End of Everything,2020,Katie Mack,Science,4.26,11375,226.0,English,2368.0,37900.0,966
Inferno: A Memoir of Motherhood and Madness,2020,Catherine Cho,Nonfiction,4.24,4328,242.0,English,224.0,13800.0,967
Making Our Way Home: The Great Migration and the Black American Dream,2020,Blair Imani,Nonfiction,4.28,411,192.0,English,49.0,2114.0,968
Uncanny Valley,2020,Anna Wiener,Nonfiction,3.64,34167,281.0,English,2774.0,59300.0,969
Brave Like That,2020,Lindsey Stoddard,Middle Grade,4.36,1251,272.0,English,60.0,3375.0,970
The Wrong Family,2020,Tarryn Fisher,Thriller,3.47,75098,336.0,English,6012.0,77500.0,971
Great Falls Rogue,2020,Alex Lidell,Reverse Harem,4.16,2218,268.0,English,1128.0,1026.0,972
There Is No Antimemetics Division,2020,qntm,Science Fiction,4.24,9030,227.0,English,1150.0,15100.0,973
"Hollywood Double Agent: The True Tale of Boris Morros, Film Producer Turned Cold War Spy",2020,Jonathan Gill,Biography,3.04,48,336.0,English,9.0,1530.0,974
An Autobiography of the Autobiography of Reading,2020,Dionne Brand,Nonfiction,4.26,81,72.0,English,5.0,229.0,975
My Midnight Moonlight Valentine,2020,J.J. McAvoy,Paranormal,4.2,728,,English,154.0,1035.0,976
Elatsoe,2020,Darcie Little Badger,Fantasy,4.0,21225,368.0,English,,37.0,977
Plain Bad Heroines,2020,Emily M. Danforth,Horror,3.65,26798,640.0,English,2706.0,113000.0,978
"Black Wave: Saudi Arabia, Iran, and the Forty-Year Rivalry That Unraveled Culture, Religion, and Collective Memory in the Middle East",2020,Kim Ghattas,History,4.41,4888,400.0,English,1372.0,14200.0,979
Laid Bare,2020,Anna Stone,Romance,3.92,564,110.0,English,10.0,459.0,980
"Here for It; Or, How to Save Your Soul in America: Essays",2020,R. Eric Thomas,Nonfiction,4.03,13036,264.0,English,1203.0,7579.0,981
Hunting for a Highlander,2020,Lynsay Sands,Historical Romance,4.07,4661,384.0,English,805.0,3636.0,982
Winter Counts,2020,David Heska Wanbli Weiden,Mystery,3.84,22037,325.0,English,1634.0,44500.0,983
Cruel Temptation,2020,Kelli Callahan,Dark,3.99,419,257.0,N/A,464.0,330.0,984
Love Lessons,2020,J.E. Rowney,N/A,4.29,82,,English,13.0,45.0,985
Complicate Me: Reid & Sienna #1,2020,Claire Raye,Romance,3.89,573,306.0,English,539.0,1030.0,986
Notes on a Silencing: A Memoir,2020,Lacy Crawford,Memoir,4.25,8996,400.0,English,732.0,40300.0,987
Trust,2020,Chris Hammer,Crime,4.05,7515,480.0,English,399.0,2814.0,988
How to Stay Sane in an Age of Division,2020,Elif Shafak,Nonfiction,3.99,7126,96.0,English,314.0,9183.0,989
Juice Like Wounds,2020,Seanan McGuire,Fantasy,4.02,3217,32.0,English,42.0,7409.0,990
Machine,2020,Elizabeth Bear,Science Fiction,3.92,2752,485.0,English,384.0,4532.0,991
The Historians,2020,Cecilia Ekbäck,Historical Fiction,3.77,2894,464.0,English,418.0,8768.0,992
Wagnerism: Art and Politics in the Shadow of Music,2020,Alex Ross,Music,4.18,1133,784.0,English,541.0,5865.0,993
The Stone Girl,2020,Dirk Wittenborn,Thriller,4.17,1013,480.0,English,457.0,2706.0,994
The Deficit Myth: Modern Monetary Theory and the Birth of the People's Economy,2020,Stephanie Kelton,Economics,4.04,8883,327.0,English,2685.0,20900.0,995
Topics of Conversation,2020,Miranda Popkey,Fiction,2.82,9435,224.0,English,710.0,18800.0,996
Rainbow Milk,2020,Paul Mendez,Fiction,3.87,6689,336.0,English,382.0,21600.0,997
South of the Buttonwood Tree,2020,Heather Webber,Magical Realism,4.29,12168,320.0,English,1195.0,15000.0,998
Mellan djävulen och havet,2020,Maria Adolfsson,Crime,3.99,1860,400.0,Swedish,60.0,350.0,999
Disability Visibility: First-Person Stories from the Twenty-first Century,2020,Alice Wong,Nonfiction,4.46,15572,309.0,English,1965.0,45400.0,1000
Please Don't Hug Me,2020,Kay Kerr,Young Adult,4.0,709,288.0,English,40.0,2869.0,1001
Two Reasons to Run,2020,Colleen Coble,Christian Fiction,4.17,5837,352.0,English,728.0,4854.0,1002
Sad Janet,2020,Lucie Britsch,Fiction,3.32,2594,288.0,English,264.0,6461.0,1003
The Bright Lands,2020,John Fram,Horror,3.41,4544,480.0,English,284.0,24600.0,1004
Billion Dollar Enemy,2020,Olivia Hayle,Romance,4.17,10337,303.0,N/A,3782.0,4080.0,1005
Cruel Infatuation,2020,Kelli Callahan,N/A,4.42,133,207.0,English,107.0,124.0,1006
The Pining,2020,Sarina Dorie,N/A,4.67,9,29.0,English,,12.0,1007
Hammer,2020,Dani Wyatt,Romance,4.19,421,111.0,English,242.0,184.0,1008
Complete Me: Reid & Sienna #2,2020,Claire Raye,Romance,4.08,248,289.0,English,74.0,288.0,1009
A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town,2020,Matthew Hongoltz-Hetling,Nonfiction,3.82,5085,305.0,English,643.0,7476.0,1010
More Than Just a Pretty Face,2020,Syed M. Masood,Romance,4.05,3269,352.0,English,150.0,13400.0,1011
Gentle and Lowly: The Heart of Christ for Sinners and Sufferers,2020,Dane C. Ortlund,Christian,4.52,48298,224.0,English,11900.0,53700.0,1012
Seeds And Stems,2020,Simon Hanselmann,Comics,4.2,912,360.0,English,29.0,511.0,1013
Wij zijn licht,2020,Gerda Blees,Fiction,3.69,3476,224.0,Dutch; Flemish,64.0,3573.0,1014
"Bland Fanatics: Liberals, the West, and the Afterlives of Empire",2020,Pankaj Mishra,Politics,3.88,477,218.0,English,85.0,1790.0,1015
Twilight of Democracy: The Seductive Lure of Authoritarianism,2020,Anne Applebaum,Politics,3.91,15189,224.0,English,2818.0,22400.0,1016
"Three Tigers, One Mountain: A Journey Through the Bitter History and Current Conflicts of China, Korea, and Japan",2020,Michael Booth,Nonfiction,3.9,1745,336.0,English,246.0,4241.0,1017
Send Me Crazy,2020,T. Gephart,Romance,3.98,578,258.0,English,86.0,777.0,1018
An Appalachian Summer,2020,Ann H. Gabhart,Historical Fiction,3.99,1189,368.0,English,208.0,4365.0,1019
A Touch of Ruin,2020,Scarlett St. Clair,Fantasy,3.8,167861,417.0,English,11400.0,142000.0,1020
A Good Marriage,2020,Kimberly McCreight,Thriller,3.9,58291,410.0,English,6737.0,59600.0,1021
Jeg foreslår at vi våkner,2020,Beate Grimsrud,Fiction,3.49,370,534.0,"Bokmål, Norwegian; Norwegian Bokmål",67.0,653.0,1022
A Guarded Life: My story of the dark side of An Garda Síochána,2020,Majella Moynihan,Nonfiction,4.37,542,285.0,English,24.0,224.0,1023
Lote,2020,Shola von Reinhold,Fiction,4.08,1595,460.0,English,161.0,7683.0,1024
The Gran Tour: Travels with my Elders,2020,Ben Aitken,Travel,3.76,965,306.0,English,70.0,627.0,1025
Swimming Lessons: Poems,2020,Lili Reinhart,Poetry,3.62,15976,240.0,English,568.0,18200.0,1026
Iron Heart,2020,Nina Varela,Fantasy,4.24,24465,400.0,English,985.0,32800.0,1027
Lila and Hadley,2020,Kody Keplinger,Middle Grade,3.97,943,256.0,English,53.0,2319.0,1028
Hearts on Hold,2020,Charish Reid,Romance,3.8,658,448.0,English,66.0,1202.0,1029
To Wake the Giant: A Novel of Pearl Harbor,2020,Jeff Shaara,Historical Fiction,4.43,3773,524.0,English,905.0,6001.0,1030
The Silence,2020,Susan Allott,Mystery,3.8,3546,367.0,English,456.0,7319.0,1031
Battle Bond,2020,Lindsay Buroker,Urban Fantasy,4.3,7248,278.0,English,1883.0,887.0,1032
In High Cotton,2020,Ane Mulligan,Historical Fiction,4.57,128,293.0,English,39.0,180.0,1033
Lou in Lockdown,2020,Jojo Moyes,Romance,3.96,2648,46.0,English,56.0,8495.0,1034
Not One of These Poems Is About You,2020,Teva Harrison,Poetry,4.11,278,104.0,English,5.0,359.0,1035
